Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Duration (sec),Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
122992,All Data,3e35395e7fde44ecbe939c0c76ec57e6,Stu_8b4d04bbfe19f1fa026dd60646f125e7,ctat_session_d9dd5b89-07c5-112f-b232-9bc1228845a8,8/8/24 17:33,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/8/24 17:33,9 open response,1,1,,9,open response,"Recognition: Acknowledge and praise Carla for her current efforts to reinforce her hard work. Clear Rewards: Introduce a reward system tied to her progress, which adds a tangible incentive for completing her math work. Goal Setting: Work together to set short-term goals and break down tasks, making the work feel more achievable and structured. Personal Connection: Link the reward to something she values or enjoys, making the effort more meaningful and motivating.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,FOCUSEDUMATICS,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-08 17:33:15.218 UTC,2024-08-08 17:33:15.220 UTC,
122994,All Data,c38fa3587d5acb9920f03bd8415d5e9e,Stu_8b4d04bbfe19f1fa026dd60646f125e7,ctat_session_d9dd5b89-07c5-112f-b232-9bc1228845a8,8/8/24 17:33,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/8/24 17:33,11 open response,1,1,,11,open response,"Collaborative Support: Working together on the assignment provides Carla with direct help and reassurance. It reduces feelings of isolation and frustration, making the task seem more manageable and less overwhelming. Encouragement and Confidence: Expressing belief in Carla's ability to complete the assignment fosters a sense of confidence. When students feel supported and encouraged, they are more likely to put in the effort needed to succeed.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,FOCUSEDUMATICS,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-08 17:33:54.239 UTC,2024-08-08 17:33:54.242 UTC,
123831,All Data,3c740648a8be58c3f4564d495be8da28,Stu_8bcb85ed6b65e61a78c747d4ea62e903,ctat_session_58edc3e8-ae75-845a-e2ad-68e04b82b006,6/27/24 22:23,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,6/27/24 22:23,1 open response,1,1,,1,open response,"Hey Kevin, great work crushing your math goal this week! That's like hitting a home run in the bottom of the 9th! I know it's not always easy, but you're showing some serious dedication. Let me know what you're working on now, maybe we can find a way to connect it to baseball and knock it out of the park together!",1,1,1,0,0,0,0,,,,,Single-KC,,KC410,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-06-27 22:23:35.195 UTC,2024-06-27 22:23:35.195 UTC,
123834,All Data,5bef056ca3c2af94bba3b6fe8dd00332,Stu_8bcb85ed6b65e61a78c747d4ea62e903,ctat_session_58edc3e8-ae75-845a-e2ad-68e04b82b006,6/27/24 22:24,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,6/27/24 22:24,3 open response,1,1,,3,open response,"Positive Reinforcement: It immediately acknowledges and celebrates Kevin's achievement, reinforcing his effort and progress. Leverages Interest: By tying a brief conversation about baseball to his math goal, it directly connects his hard work with something he enjoys, making the learning process more rewarding. Builds Rapport: It shows that you recognize and value his interests beyond academics, fostering a stronger tutor-student relationship.",1,1,1,0,0,0,0,,,,,Single-KC,,KC175,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-06-27 22:24:31.794 UTC,2024-06-27 22:24:31.794 UTC,
123867,All Data,81cbcbcc04a54984f4720cbe415b0f2e,Stu_8bcb85ed6b65e61a78c747d4ea62e903,ctat_session_58edc3e8-ae75-845a-e2ad-68e04b82b006,6/27/24 22:30,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,6/27/24 22:30,9 open response,1,1,,9,open response,"Carla, I know this assignment feels tough right now, but I'm here to help you through it. You're a fantastic designer â€“ I bet we can even find ways to connect some of these math concepts to your scarf creations! Let's work on this together, and then you can tell me all about your latest design.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-06-27 22:30:21.526 UTC,2024-06-27 22:30:21.526 UTC,
123871,All Data,524d03349299ccb187e952ba254e1b26,Stu_8bcb85ed6b65e61a78c747d4ea62e903,ctat_session_58edc3e8-ae75-845a-e2ad-68e04b82b006,6/27/24 22:30,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,6/27/24 22:30,11 open response,1,1,,11,open response,"Collaborative Approach: It emphasizes working with Carla, not just presenting information at her, which can feel less overwhelming. Confidence Boost: Expressing belief in her abilities (""You can do this"") helps counter her desire to quit by boosting her self-efficacy. Meaningful Reward: It connects the math work to her passion for fashion, making the reward (discussing scarves) more intrinsically motivating.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-06-27 22:30:43.443 UTC,2024-06-27 22:30:43.444 UTC,
124182,All Data,7819062f08b895ca20f1d13cc15524e6,Stu_8c2db273716c793c8ce7a6c7436200a8,ctat_session_37ddc10a-4452-616f-01f6-cd83e02bcd02,10/18/24 1:16,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,10/18/24 1:16,1 open response,1,1,,1,open response,"Carla, let's work together to complete the rest of your assignment. You can do this, I know you can. Once completed, you can explain to me how you make your scarves like we discussed earlier.",1,1,1,0,0,0,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-18 01:16:29.492 UTC,2024-10-18 01:16:29.492 UTC,
124185,All Data,8aee6252e3c72583f07351c217401f34,Stu_8c2db273716c793c8ce7a6c7436200a8,ctat_session_37ddc10a-4452-616f-01f6-cd83e02bcd02,10/18/24 1:17,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,10/18/24 1:17,3 open response,1,1,,3,open response,"Providing external rewards or incentives, such as engaging in conversation with Carla about her interest in clothing design and scarves is a powerful strategy to engage and motivate students.",1,1,1,0,0,0,0,,,,,Single-KC,,KC1326,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-18 01:17:00.524 UTC,2024-10-18 01:17:00.524 UTC,
124195,All Data,ce672a72618e19f4b3e3f7f1197d9917,Stu_8c2db273716c793c8ce7a6c7436200a8,ctat_session_37ddc10a-4452-616f-01f6-cd83e02bcd02,10/18/24 1:20,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,10/18/24 1:20,9 open response,1,1,,9,open response,"Kevin, I am so proud that you persevered through the week completing math lessons. You met your effort goal! As a reward, I promised we could talk about baseball for 10 minutes. Please tell me, how is your season going?",1,1,1,0,0,0,0,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-18 01:20:32.699 UTC,2024-10-18 01:20:32.699 UTC,
124197,All Data,450c11d28a63d77bf9a82997cc1ad29e,Stu_8c2db273716c793c8ce7a6c7436200a8,ctat_session_37ddc10a-4452-616f-01f6-cd83e02bcd02,10/18/24 1:20,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,10/18/24 1:20,11 open response,1,1,,11,open response,"When you provide rewards or incentives to students, such as providing the reward of talking about baseball with Kevin, you are providing external rewards which over time can harm the students' learning process. By rewarding Kevin by talking about baseball you are teaching Kevin that you should only complete a goal to receive a reward.",1,1,1,0,0,0,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-18 01:20:34.677 UTC,2024-10-18 01:20:34.677 UTC,
124374,All Data,d79723b80ff69c2ae95dcdd73b8d3888,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_63911e5b-17fc-b813-6ad1-a8f6d5e0991d,8/5/24 23:31,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/5/24 23:31,1 open response,1,1,,1,open response,"Hey Kevin! I know math can be a bit of a curveball sometimes, but think of it like a baseball game. Each problem you solve is like hitting a single and getting on base. By the end of the assignment, you'll be hitting home runs!",1,1,1,0,0,0,0,,,,,Single-KC,,KC410,,Focus edumatics,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 23:31:46.988 UTC,2024-08-05 23:31:46.991 UTC,
124376,All Data,1bd41c5e98e3669b88379eff3651e06d,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_63911e5b-17fc-b813-6ad1-a8f6d5e0991d,8/5/24 23:32,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/5/24 23:32,3 open response,1,1,,3,open response,"Kevin's success in completing his math lessons and meeting his effort goal, this approach provides positive reinforcement. Celebrating his achievements can boost his self-esteem and motivate him to continue putting in effort.",1,1,1,0,0,0,0,,,,,Single-KC,,KC175,,Focus edumatics,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 23:32:59.296 UTC,2024-08-05 23:32:59.297 UTC,
124389,All Data,ad3608aa9c8f475548a3478e1353296a,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_63911e5b-17fc-b813-6ad1-a8f6d5e0991d,8/5/24 23:36,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/5/24 23:36,9 open response,1,1,,9,open response,"Hi Carla! I know math can be challenging, but I'm really impressed with how you've been tackling it. To make it more manageable and fun, let's set some small, achievable goals together. For example, you could aim to solve a few problems each day and reward yourself with something you enjoy, like a short break or time on a favorite hobby.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,Focus edumatics,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 23:36:26.649 UTC,2024-08-05 23:36:26.650 UTC,
124391,All Data,a370460cd5ef3108ee8e7c6d0870abbf,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_63911e5b-17fc-b813-6ad1-a8f6d5e0991d,8/5/24 23:37,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/5/24 23:37,11 open response,1,1,,11,open response,The approach selected will best support and increase Carla's motivation and engagement.,0,0,0,1,1,1,0,,,,,Single-KC,,KC421,,Focus edumatics,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 23:37:20.015 UTC,2024-08-05 23:37:20.015 UTC,
125154,All Data,d4ecfa827d5d285a22ecdc7204a6c176,Stu_8c81602853db375c27af3032c0e71dad,ctat_session_1177356b-742e-ceca-4b7f-6494b819465b,2/12/24 21:23,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,2/12/24 21:23,7 open response,2,1,,7,open response,It's impressive that you are able to complete all your math work along with all those hours of baseball practice. Keep up the good work!,0,,,1,,,26,,,,,Single-KC,,KC932,,PLUS Tutoring,PLUS Lessons,,,,,MCQ only,"Scenario Carla, Scenario  Kevin",,2024-02-12 21:23:53.048 UTC,2024-02-12 21:23:53.049 UTC,
125161,All Data,b0827abce82e65cf091021a4eca62a62,Stu_8c81602853db375c27af3032c0e71dad,ctat_session_1177356b-742e-ceca-4b7f-6494b819465b,2/12/24 21:25,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,2,2/12/24 21:25,9 open response,1,1,,9,open response,This uses extrinsic motivation to encourage Kevin.,0,,,1,,,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,MCQ only,"Scenario Carla, Scenario  Kevin",,2024-02-12 21:25:16.582 UTC,2024-02-12 21:25:16.582 UTC,
125340,All Data,9ff2b9691ad72ef3cfe29c13c310dd76,Stu_8d4129daaa57e876ab9c54a9a76e5d3e,ctat_session_b6ba9c34-e07b-4265-5294-9c95c2922255,8/7/24 18:54,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/7/24 18:53,1 open response,5,1,,1,open response,"Hey Kevin! Math can be tough sometimes but think of it as training for baseball. Whenever you work through a problem, it's like hitting a few more practice swings. Each one gets you closer to being a pro, just like every practice makes you a better player.",1,1,1,0,0,0,4,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 18:54:07.824 UTC,2024-08-07 18:54:07.824 UTC,
125344,All Data,fbb6dffea45e4d6f52dd7a4c1ab78ec8,Stu_8d4129daaa57e876ab9c54a9a76e5d3e,ctat_session_b6ba9c34-e07b-4265-5294-9c95c2922255,8/7/24 18:56,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/7/24 18:56,3 open response,3,1,,3,open response,"By acknowledging and praising Kevin's efforts and achievements, you reinforce his behavior. Positive reinforcement helps to build self-esteem and motivates him to continue working hard.  The promise of discussing baseball, something he enjoys, creates a direct link between his academic effort and a desirable outcome. This approach helps Kevin see that his hard work in math can be balanced with his passion for baseball. It underscores the idea that he can manage both responsibilities and interests effectively.",1,1,1,0,0,0,18,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 18:56:37.840 UTC,2024-08-07 18:56:37.841 UTC,
125357,All Data,1c39ddb6b9d56407e7ba82cfe7492ea6,Stu_8d4129daaa57e876ab9c54a9a76e5d3e,ctat_session_b6ba9c34-e07b-4265-5294-9c95c2922255,8/7/24 19:29,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/7/24 19:29,9 open response,1,1,,9,open response,"Carla, I know you're passionate about designing scarves and creating beautiful fashion pieces. Think of math as a tool that can help you in your design process. For example, understanding patterns and measurements in math can make your scarf designs even more precise and stunning. Imagine how knowing geometry and algebra can help you create unique patterns and perfect fits for your designs! Let's tackle this math assignment together, and think of it as a way to enhance your fashion skills. We'll get through this, and you'll see how math can be an exciting part of your creative process.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:29:53.302 UTC,2024-08-07 19:29:53.303 UTC,
125360,All Data,3cebc802863ce55e341f30d8db7cfa0a,Stu_8d4129daaa57e876ab9c54a9a76e5d3e,ctat_session_b6ba9c34-e07b-4265-5294-9c95c2922255,8/7/24 19:33,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/7/24 19:33,11 open response,2,1,,11,open response,Offering to work together on the assignment provides Carla with immediate assistance and reduces her sense of isolation or frustration. This collaborative approach can help her overcome challenges more effectively and build confidence. The promise of discussing her scarf designs as a reward provides a motivational incentive that is personally meaningful to Carla. This reward aligns with her interests and can make the process of completing the math assignment more appealing.,1,1,1,0,0,0,11,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:33:17.029 UTC,2024-08-07 19:33:17.029 UTC,
125385,All Data,2265a490d9adb0b1d554d42d6ec8b806,Stu_8d5636d283fbf087cf0fc80bbb419b1b,ctat_session_c9b5081f-cfe8-79c5-1a2b-0b658116e825,8/9/24 15:39,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/9/24 15:39,1 open response,1,1,,1,open response,"Hey Kevin!  Great job on your math lessons this week! Think of each math problem like a pitch in baseball. The more you practice, the better you'll get at hitting those tricky ones out of the park! ï¸ Just like in baseball, every practice makes you stronger. Keep swinging, and you'll be hitting home runs in math too! You've got the skills to be a star both on the field and in the classroom. Keep up the great work, champ!",1,1,1,0,0,0,17.5,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 15:39:40.498 UTC,2024-08-09 15:39:40.498 UTC,
